voter_id,first_name,last_name,birth_year,address_line,city,postal_code,latitude,longitude,registration_status,reported_district,source_file,last_updated,received_date,matched_district,duplicate_id_flag,duplicate_person_address_flag,missing_address_flag,invalid_postal_code_flag,missing_location_flag,out_of_region_flag,unmatched_district_flag,district_mismatch_flag,stale_record_flag,anomaly_count,anomaly_types,needs_review
SIM-VR-00234,Hayden,Training,1984,4031 Cook St,Esquimalt,V8Z-4K9,48.412275,-123.442176,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2026-03-23,2026-06-01,Esquimalt-Metchosin,0,0,0,1,0,0,0,0,0,1,invalid_postal_code,1
SIM-VR-00235,Hayden,Mock,1959,8003 Shelbourne St,Esquimalt,V7S 3G2,48.408027,-123.402831,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-07-18,2026-04-27,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00236,Morgan,Practice,1963,179 Cedar Hill Rd,Victoria,V1J 7T4,48.424793,-123.382702,Pending Review,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-05-05,2026-05-11,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00237,Cameron,Training,2007,9604 Admirals Rd,Victoria,V2J 8A0,48.462427,-123.37677,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2026-06-04,2026-06-09,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00238,Quinn,Sample,1965,9330 Fort St,Oak Bay,V2R 4C4,48.423447,-123.294035,Pending Review,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2024-11-21,2026-05-09,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00239,Avery,Placeholder,1966,3021 Hillside Ave,Esquimalt,V8V 3B9,48.428903,-123.42139,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2024-08-31,2026-05-10,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00240,Jamie,Mock,1983,8927 Shelbourne St,Victoria,V7C 5S2,48.434518,-123.364365,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-07-23,2026-05-20,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00241,Morgan,Demo,1944,6421 Shelbourne St,Esquimalt,V5Y 2N0,48.418023,-123.406929,Active,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2024-11-27,2026-05-11,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00242,Morgan,Placeholder,1944,4202 Tillicum Rd,Oak Bay,V4R 5P3,,,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2025-04-10,2026-05-01,,0,0,0,0,1,0,1,0,1,3,missing_location; unmatched_district; stale_record,1
SIM-VR-00243,Jamie,Example,1953,4188 Cook St,Oak Bay,V4H 2Y0,48.448279,-123.327068,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-07-27,2026-05-22,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00244,Quinn,Training,2004,6437 Gorge Rd,Saanich,V6S 7T4,48.480583,-123.357593,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2024-09-03,2026-05-02,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00245,Jordan,Practice,1984,8238 Hillside Ave,Victoria,V2N 7S0,48.449607,-123.391545,Inactive,Victoria-Swan Lake,Contact_Centre_Update_2026Q2.csv,2025-01-28,2026-05-09,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00246,Riley,Public,1978,,Saanich,V7G 8J7,48.485675,-123.349912,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2026-02-02,2026-05-27,Saanich South,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00247,Jamie,Placeholder,1942,8438 Fort St,Saanich,V7T 7J3,48.487392,-123.373233,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-01-08,2026-06-23,Saanich South,1,1,0,0,0,0,0,0,1,3,duplicate_id; duplicate_person_address; stale_record,1
SIM-VR-00248,Sam,Public,1994,1546 Cedar Hill Rd,Victoria,V8R 6N0,48.456626,-123.337569,Active,Victoria-Swan Lake,Contact_Centre_Update_2026Q2.csv,2026-01-24,2026-06-24,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00249,Jordan,Placeholder,1971,3408 Bay St,Esquimalt,,48.446685,-123.40706,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2025-03-27,2026-05-17,Esquimalt-Metchosin,0,0,0,1,0,0,0,0,1,2,invalid_postal_code; stale_record,1
SIM-VR-00250,Reese,Example,2003,9356 Pandora Ave,Victoria,V3G 9H1,48.434858,-123.391815,Pending Review,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2024-05-30,2026-06-21,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00251,Alex,Example,1981,797 Cook St,Victoria,V3A 3N0,49.211193,-122.502864,Active,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2026-06-15,2026-06-23,,0,0,0,0,0,1,1,0,0,2,out_of_region; unmatched_district,1
SIM-VR-00252,Jamie,Synthetic,1944,8092 Pandora Ave,Victoria,V2J 4P5,48.420297,-123.383013,Inactive,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-01-09,2026-05-02,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00253,Jordan,Example,1944,5101 Fort St,Victoria,V4N 4N0,48.41619,-123.386635,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2024-10-16,2026-05-25,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00254,Sam,Training,1953,7862 Hillside Ave,Saanich,V8V 7V5,48.485396,-123.365623,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-09-09,2026-04-28,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00255,Reese,Practice,1999,7707 Hillside Ave,Victoria,V4N 9P6,48.452637,-123.352592,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2026-02-10,2026-05-06,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00256,Sam,Public,1962,3733 Hillside Ave,Oak Bay,V0N 9N8,48.455971,-123.328486,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-08-23,2026-04-27,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00257,Rowan,Placeholder,1945,4479 Harbour View Rd,Victoria,V8Z4,48.423822,-123.386878,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2024-08-31,2026-05-24,Victoria-Beacon Hill,0,0,0,1,0,0,0,0,1,2,invalid_postal_code; stale_record,1
SIM-VR-00258,Reese,Placeholder,1960,3664 Tillicum Rd,Victoria,V8N 7E8,48.426499,-123.374974,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-04-07,2026-06-20,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00259,Jordan,Example,1997,3633 Cook St,Oak Bay,V9G 9C9,48.440679,-123.302578,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2025-08-13,2026-06-09,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00260,Quinn,Training,1946,4946 Cook St,Saanich,V9P 6X3,48.491758,-123.36189,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-01-22,2026-05-28,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00261,Avery,Practice,1961,127 Douglas St,Esquimalt,V3V 9C3,48.416383,-123.415598,Active,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2024-10-25,2026-06-08,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00262,Reese,Sample,1943,,Victoria,V9H 3G3,48.426166,-123.390145,Pending Review,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2025-03-13,2026-05-04,Victoria-Beacon Hill,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00263,Rowan,Example,1947,7839 Bay St,Esquimalt,V4G 0S8,48.426868,-123.431941,Active,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2025-12-02,2026-05-14,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00264,Sam,Public,1961,5673 Douglas St,Oak Bay,V7C 6E5,48.471547,-123.290582,Active,Oak Bay-Gordon Head,ICBC_Address_Update_2026Q2.csv,2024-11-06,2026-05-07,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00265,Alex,Example,1995,3446 Bay St,Oak Bay,V8C 6B4,48.425308,-123.294089,Active,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-01-24,2026-06-17,Oak Bay-Gordon Head,0,1,0,0,0,0,0,0,1,2,duplicate_person_address; stale_record,1
SIM-VR-00266,Drew,Synthetic,1963,9663 Cook St,Saanich,V6N 7V9,48.489094,-123.376319,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-12-28,2026-06-19,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00267,Jamie,Demo,2007,1274 Harbour View Rd,Saanich,V9G 6T2,48.494542,-123.347875,Active,Saanich South,Online_Registration_Extract_2026Q2.csv,2026-05-31,2026-05-21,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00268,Alex,Synthetic,1965,614 Shelbourne St,Victoria,V1H 9V0,,,Active,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2026-05-12,2026-06-17,,0,0,0,0,1,0,1,0,0,2,missing_location; unmatched_district,1
SIM-VR-00269,Reese,Public,1984,1257 Pandora Ave,Oak Bay,V8C 2E4,48.452064,-123.29583,Active,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2025-08-26,2026-06-16,Oak Bay-Gordon Head,0,0,0,0,0,0,0,1,0,1,district_mismatch,1
SIM-VR-00270,Taylor,Synthetic,1972,7932 Cedar Hill Rd,Esquimalt,V7R 3E9,48.411013,-123.443048,Pending Review,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2025-09-23,2026-06-04,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00271,Jamie,Placeholder,1958,1280 Pandora Ave,Esquimalt,V8R 9T5,48.42219,-123.452079,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2024-11-08,2026-06-09,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00272,Taylor,Sample,2002,6487 Shelbourne St,Saanich,V5E 7Y1,48.50072,-123.387157,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2025-12-21,2026-05-06,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00273,Reese,Demo,1944,,Victoria,V7N 0B3,48.425725,-123.368786,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-11-23,2026-04-29,Victoria-Beacon Hill,0,0,1,0,0,0,0,0,0,1,missing_address,1
SIM-VR-00274,Rowan,Example,1994,3466 Bay St,Victoria,V5H 2C9,48.423625,-123.391935,Inactive,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2026-05-18,2026-04-27,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00275,Avery,Synthetic,2000,9856 Cook St,Victoria,V0V 4G2,48.408087,-123.391637,Active,Victoria-Beacon Hill,ICBC_Address_Update_2026Q2.csv,2025-07-08,2026-06-11,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00276,Rowan,Mock,1956,8519 Pandora Ave,Victoria,V5S 2H7,48.434769,-123.349462,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-10-23,2026-05-07,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00277,Casey,Practice,1974,6097 Douglas St,Victoria,V9G 5C1,48.441428,-123.346341,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2026-03-02,2026-05-22,Victoria-Swan Lake,0,1,0,0,0,0,0,0,0,1,duplicate_person_address,1
SIM-VR-00278,Casey,Synthetic,1982,6141 Fort St,Oak Bay,V4V 4X4,48.426846,-123.289817,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2026-01-27,2026-04-30,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00279,Rowan,Example,1975,247 Admirals Rd,Victoria,V1P 9J5,49.283211,-122.417741,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-04-18,2026-06-06,,0,0,0,0,0,1,1,0,1,3,out_of_region; unmatched_district; stale_record,1
SIM-VR-00280,Cameron,Placeholder,2006,3801 Fort St,Victoria,V6C 1P2,48.445729,-123.389992,Inactive,Victoria-Swan Lake,ICBC_Address_Update_2026Q2.csv,2025-02-13,2026-06-24,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00281,Jamie,Mock,1998,1277 Hillside Ave,Victoria,V1B 0Y8,48.417724,-123.371203,Pending Review,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2025-12-12,2026-05-09,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00282,Taylor,Test,1995,6876 Harbour View Rd,Victoria,V0J 9H7,48.416685,-123.392685,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-03-16,2026-06-10,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00283,Avery,Test,1967,7429 Pandora Ave,Saanich,V2J 6X2,,,Active,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-01-25,2026-05-27,,0,0,0,0,1,0,1,0,1,3,missing_location; unmatched_district; stale_record,1
SIM-VR-00284,Morgan,Practice,1984,8502 Pandora Ave,Victoria,V3E 9H2,48.415682,-123.384521,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2026-05-18,2026-05-06,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00285,Alex,Placeholder,2006,2134 Fort St,Victoria,V5P 1V6,48.450541,-123.354423,Active,Victoria-Swan Lake,Federal_Electors_Extract_2026Q2.csv,2024-10-17,2026-05-26,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00286,Riley,Demo,1964,1783 Harbour View Rd,Oak Bay,V2E 3G0,48.435782,-123.324008,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2024-12-29,2026-06-06,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00287,Alex,Placeholder,2003,8636 Shelbourne St,Oak Bay,V8E 4R8,48.454966,-123.312178,Active,Oak Bay-Gordon Head,VitalStats_Status_Update_2026Q2.csv,2024-07-08,2026-05-15,Oak Bay-Gordon Head,0,1,0,0,0,0,0,0,1,2,duplicate_person_address; stale_record,1
SIM-VR-00288,Jamie,Sample,1978,4304 Hillside Ave,Saanich,V9S 3A2,48.471965,-123.363401,Inactive,Saanich South,VitalStats_Status_Update_2026Q2.csv,2025-08-26,2026-06-19,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00289,Jordan,Synthetic,1964,8125 Fort St,Victoria,V8R 8J8,48.445306,-123.367472,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2025-04-21,2026-06-03,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00290,Cameron,Practice,2007,679 Bay St,Oak Bay,V6R 5R8,48.455178,-123.314681,Pending Review,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-08-17,2026-06-16,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00291,Reese,Demo,1946,102 Shelbourne St,Saanich,V8Z-4K9,48.46862,-123.340603,Inactive,Saanich South,Online_Registration_Extract_2026Q2.csv,2025-10-15,2026-05-06,Saanich South,0,0,0,1,0,0,0,0,0,1,invalid_postal_code,1
SIM-VR-00292,Sam,Synthetic,1944,527 Harbour View Rd,Victoria,V8Z4,48.449013,-123.379866,Active,Victoria-Swan Lake,Contact_Centre_Update_2026Q2.csv,2025-12-06,2026-05-08,Victoria-Swan Lake,0,0,0,1,0,0,0,0,0,1,invalid_postal_code,1
SIM-VR-00293,Drew,Synthetic,1992,5740 Bay St,Saanich,V7R 0Y3,48.482434,-123.362361,Inactive,Saanich South,VitalStats_Status_Update_2026Q2.csv,2024-10-10,2026-06-15,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00294,Drew,Sample,1998,4619 Harbour View Rd,Oak Bay,V0S 0J7,48.457557,-123.310787,Pending Review,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2026-03-15,2026-05-23,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,1
SIM-VR-00295,Sam,Public,1981,3689 Pandora Ave,Esquimalt,V2A 2E7,48.42187,-123.439691,Pending Review,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-02-15,2026-06-17,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00296,Alex,Sample,2005,3680 Douglas St,Esquimalt,V5P 7E0,48.443526,-123.447989,Active,Esquimalt-Metchosin,VitalStats_Status_Update_2026Q2.csv,2024-10-09,2026-04-26,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00297,Quinn,Demo,2005,9254 Shelbourne St,Oak Bay,V3G 4E2,48.429298,-123.295464,Pending Review,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2025-02-22,2026-06-13,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00298,Alex,Public,2008,6375 Cook St,Victoria,V2P 1E0,48.413393,-123.374742,Active,Victoria-Beacon Hill,Federal_Electors_Extract_2026Q2.csv,2025-10-20,2026-06-21,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00299,Jamie,Placeholder,1982,2022 Douglas St,Oak Bay,V3X 5V5,48.429932,-123.316566,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2025-06-26,2026-05-21,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00300,Taylor,Synthetic,1948,5249 Pandora Ave,Esquimalt,V6E 5T9,48.440307,-123.426313,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2025-08-31,2026-05-14,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00301,Casey,Example,1980,7707 Gorge Rd,Saanich,V8E 7V1,48.48589,-123.368833,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-03-10,2026-06-17,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00302,Jordan,Mock,1946,1414 Bay St,Saanich,V2V 3X1,48.467724,-123.364279,Inactive,Saanich South,Online_Registration_Extract_2026Q2.csv,2024-09-20,2026-05-16,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00303,Riley,Sample,1964,5438 Gorge Rd,Victoria,V9S 5A1,48.43584,-123.370713,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-04-27,2026-05-16,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00304,Riley,Practice,1958,5737 Douglas St,Victoria,V6X 8X2,48.418465,-123.358966,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2024-07-08,2026-05-25,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00305,Alex,Practice,1978,,Oak Bay,V4H 2R9,48.44163,-123.304689,Active,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2024-11-21,2026-05-30,Oak Bay-Gordon Head,0,0,1,0,0,0,0,0,1,2,missing_address; stale_record,1
SIM-VR-00306,Riley,Demo,2000,786 Admirals Rd,Victoria,V8E 9T1,48.41675,-123.382961,Pending Review,Oak Bay-Gordon Head,Contact_Centre_Update_2026Q2.csv,2025-06-28,2026-05-11,Victoria-Beacon Hill,0,0,0,0,0,0,0,1,0,1,district_mismatch,1
SIM-VR-00307,Reese,Practice,1993,7698 Harbour View Rd,Esquimalt,V4V 8J2,48.426711,-123.433765,Active,Esquimalt-Metchosin,Federal_Electors_Extract_2026Q2.csv,2025-05-11,2026-05-12,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00308,Riley,Public,1998,1286 Shelbourne St,Saanich,V5A 7N3,48.491541,-123.373271,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2025-08-14,2026-05-20,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00309,Avery,Practice,1981,4876 Harbour View Rd,Victoria,V7Y 3A0,48.461995,-123.369437,Active,Esquimalt-Metchosin,Online_Registration_Extract_2026Q2.csv,2025-05-14,2026-05-03,Victoria-Swan Lake,0,0,0,0,0,0,0,1,1,2,district_mismatch; stale_record,1
SIM-VR-00310,Riley,Test,1945,8375 Cedar Hill Rd,Esquimalt,V1N 0B7,48.449509,-123.449389,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2026-04-03,2026-06-08,Esquimalt-Metchosin,0,1,0,0,0,0,0,0,0,1,duplicate_person_address,1
SIM-VR-00311,Morgan,Test,1980,9222 Fort St,Saanich,V9B 1V0,48.498059,-123.352595,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2026-04-14,2026-06-13,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00312,Jordan,Placeholder,1994,2963 Harbour View Rd,Saanich,V5T 6B8,48.474048,-123.382557,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2026-01-21,2026-05-25,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00313,Avery,Synthetic,1982,4823 Cedar Hill Rd,Oak Bay,V4A 3H4,48.45237,-123.325123,Active,Victoria-Beacon Hill,Contact_Centre_Update_2026Q2.csv,2024-07-12,2026-06-23,Oak Bay-Gordon Head,0,0,0,0,0,0,0,1,1,2,district_mismatch; stale_record,1
SIM-VR-00314,Reese,Synthetic,1963,3163 Cook St,Victoria,V7H 4V9,48.442453,-123.35945,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2026-04-05,2026-05-15,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00315,Cameron,Synthetic,1987,9820 Fort St,Victoria,V8S 3V0,48.410777,-123.367621,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2025-12-26,2026-05-10,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00316,Cameron,Test,1973,7169 Douglas St,Oak Bay,V4N 6T7,48.429002,-123.319331,Inactive,Oak Bay-Gordon Head,Online_Registration_Extract_2026Q2.csv,2024-07-13,2026-06-09,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00317,Jordan,Synthetic,1951,4377 Bay St,Victoria,V6H 3R4,48.429161,-123.380238,Active,Victoria-Beacon Hill,Online_Registration_Extract_2026Q2.csv,2026-02-21,2026-06-10,Victoria-Beacon Hill,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00318,Drew,Mock,1967,7903 Shelbourne St,Saanich,V8X 7H3,48.49288,-123.355599,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2024-12-10,2026-06-25,Saanich South,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00319,Jordan,Test,1963,9169 Bay St,Victoria,V4A 7N4,48.424283,-123.358248,Active,Victoria-Beacon Hill,VitalStats_Status_Update_2026Q2.csv,2024-11-21,2026-06-07,Victoria-Beacon Hill,0,1,0,0,0,0,0,0,1,2,duplicate_person_address; stale_record,1
SIM-VR-00320,Morgan,Training,1951,7604 Bay St,Saanich,V2G 0Y3,48.49488,-123.376004,Active,Saanich South,Federal_Electors_Extract_2026Q2.csv,2025-07-06,2026-05-20,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00321,Drew,Example,1977,8508 Cedar Hill Rd,Victoria,V1E 9X1,48.439747,-123.372013,Active,Victoria-Swan Lake,Online_Registration_Extract_2026Q2.csv,2024-07-24,2026-06-24,Victoria-Swan Lake,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00322,Rowan,Practice,2001,604 Shelbourne St,Victoria,V8N 4S7,48.461798,-123.356289,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-07-12,2026-06-23,Victoria-Swan Lake,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00323,Avery,Mock,1947,,Saanich,V5E 2R9,49.274621,-122.833855,Active,Saanich South,ICBC_Address_Update_2026Q2.csv,2025-03-13,2026-05-10,,0,0,1,0,0,1,1,0,1,4,missing_address; out_of_region; unmatched_district; stale_record,1
SIM-VR-00324,Parker,Public,1973,7437 Cedar Hill Rd,Oak Bay,V6G 8X5,48.423043,-123.287452,Active,Oak Bay-Gordon Head,Federal_Electors_Extract_2026Q2.csv,2024-11-08,2026-05-03,Oak Bay-Gordon Head,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00325,Riley,Demo,1944,3095 Fort St,Esquimalt,V1N 8E4,48.412288,-123.398166,Active,Esquimalt-Metchosin,Contact_Centre_Update_2026Q2.csv,2025-11-30,2026-05-24,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00326,Parker,Synthetic,2004,2102 Shelbourne St,Esquimalt,V0A 3J4,48.448093,-123.435396,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2024-10-27,2026-06-15,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,1,1,stale_record,1
SIM-VR-00327,Morgan,Example,1962,3830 Fort St,Esquimalt,V3T 7A5,,,Active,Victoria-Swan Lake,VitalStats_Status_Update_2026Q2.csv,2025-09-15,2026-05-20,,0,0,0,0,1,0,1,0,0,2,missing_location; unmatched_district,1
SIM-VR-00328,Parker,Practice,1994,6633 Fort St,Saanich,V4R 0G2,48.479703,-123.38356,Active,Saanich South,Contact_Centre_Update_2026Q2.csv,2025-08-12,2026-06-07,Saanich South,0,0,0,0,0,0,0,0,0,0,,0
SIM-VR-00329,Jamie,Training,1994,1868 Admirals Rd,Esquimalt,V0H 0S7,48.410014,-123.414599,Active,Esquimalt-Metchosin,ICBC_Address_Update_2026Q2.csv,2026-06-07,2026-05-30,Esquimalt-Metchosin,0,0,0,0,0,0,0,0,0,0,,0
